; << CSV SPICE Simulation Log >>
; Additional parameters :
; Temperature(TEMP) = 2.50000000e+001
; Temperature(TNOM) = 2.50000000e+001
; Local inaccuracy = 9.99999700e-003
; reltol = 1.00000000e-003
; Acceleration level = without acceleration

TIME;'v(1)';'v(2)';
9.83e-08;-4.44754;-2.22377;
9.84e-08;-4.2954;-2.1477;
9.85e-08;-4.12632;-2.06316;
9.86e-08;-3.94097;-1.97048;
9.87e-08;-3.74008;-1.87004;
9.88e-08;-3.52445;-1.76222;
9.89e-08;-3.29492;-1.64746;
9.9e-08;-3.05241;-1.5262;
9.91e-08;-2.79785;-1.39893;
9.92e-08;-2.53227;-1.26614;
9.93e-08;-2.25671;-1.12835;
9.94e-08;-1.97224;-0.986122;
9.95e-08;-1.68;-0.840002;
9.96e-08;-1.38114;-0.690571;
9.97e-08;-1.07684;-0.538418;
9.98e-08;-0.768283;-0.384142;
9.99e-08;-0.456701;-0.228351;
1e-07;-0.143319;-0.0716596;
